ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,Suburb,crime_A_average,crime_B_average,crime_C_average,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?
ID939023007,25 Canopus Dr,4,h,1504000.0,17/06/2017,2.0,2.0,661.0,11.0,-37.77956,145.16645,DONCASTER EAST,3327.0,11071.666666666666,1069.3333333333333,19899,4628.749688661872,31,1
ID811079504,96 Hamilton St,2,h,820000.0,20/05/2017,1.0,0.0,211.0,59.0,-37.812,144.8865,YARRAVILLE,817.6666666666666,1779.6666666666667,181.0,19996,524.3068743799272,11,0
ID373840652,83 Bastings St,3,h,1300000.0,17/09/2016,1.0,1.0,328.0,99.0,-37.7745,145.0045,NORTHCOTE,136.33333333333334,302.6666666666667,42.0,19929,616.9503081332915,19,0
ID936151441,13 Kaye Ct,4,h,838000.0,28/05/2016,1.0,1.0,576.0,59.0,-37.7369,144.9637,COBURG,1071.3333333333333,5783.666666666667,419.6666666666667,19964,383.47275856602886,34,0
ID885530271,1 Imaroo St,4,h,570500.0,15/10/2016,2.0,1.0,430.0,49.0,-37.7185,144.9754,FAWKNER,1144.3333333333333,6845.666666666667,375.6666666666667,19963,1269.6039282629677,36,0
ID145965691,90 Edinburgh St,3,h,1315000.0,13/08/2016,1.0,1.0,313.0,89.0,-37.7853,144.9235,FLEMINGTON,1923.6666666666667,8979.333333333334,620.3333333333334,20040,532.1985541684261,18,1
ID721764751,38 Wiltshire Dr,2,u,591000.0,22/07/2017,1.0,2.0,0.0,132.0,-37.79413,145.02382,KEW,288.0,712.0,75.66666666666667,19930,1772.7982841684252,22,0
ID280497467,23 Wakefield St,3,h,1190000.0,20/05/2017,2.0,1.0,180.0,7.0,-37.7973,144.9208,KENSINGTON,288.0,712.0,75.66666666666667,20026,479.9287154366872,6,0
ID630797084,2 Grevillia Rd,2,h,1000000.0,23/09/2017,1.0,1.0,742.0,23.0,-37.72123,144.92614,OAK PARK,142.0,344.6666666666667,39.333333333333336,20033,546.7306898942239,34,0
ID690182675,99 Dundas St,3,h,1040000.0,24/09/2016,2.0,1.0,313.0,69.0,-37.7531,145.01,PRESTON,659.0,5219.333333333333,338.3333333333333,20014,1029.046250223394,25,0
ID168743199,37 Cascade St,5,h,3200000.0,24/06/2017,3.0,2.0,836.0,49.0,-37.78839,145.07076,BALWYN NORTH,959.0,4476.666666666667,324.0,19933,3110.822441427987,26,0
ID868099480,47 Barnett St,3,h,961000.0,7/05/2016,1.0,1.0,235.0,17.0,-37.7925,144.9323,KENSINGTON,271.6666666666667,771.6666666666666,74.0,20041,211.43367801408235,17,1
ID986430103,7/162 Lygon St,2,u,420000.0,30/07/2016,1.0,1.0,0.0,89.0,-37.7732,144.9716,BRUNSWICK EAST,703.6666666666666,1502.0,135.66666666666666,19969,1150.8871700951952,24,0
ID956140528,98A Hoffmans Rd,3,h,983000.0,20/05/2017,3.0,2.0,309.0,42.0,-37.7457,144.8912,ESSENDON,330.3333333333333,1855.0,82.0,22253,2481.6165773635435,18,0
ID539444898,1/21 Herbert St,2,u,730000.0,12/08/2017,1.0,1.0,292.0,19.0,-37.86528,145.11775,MOUNT WAVERLEY,1471.0,7759.666666666667,779.6666666666666,19848,3220.6294115364485,30,1
ID834774623,5 Shrimpton Ct,2,h,1010000.0,30/07/2016,0.0,0.0,1611.0,84.0,-37.8092,145.1016,BALWYN,925.6666666666666,4701.333333333333,308.6666666666667,19896,1189.7046428921885,28,0
ID888226131,3 Park St,4,h,775000.0,8/10/2016,1.0,2.0,277.0,129.0,-37.7901,144.8883,FOOTSCRAY,1923.6666666666667,8979.333333333334,620.3333333333334,20023,1329.3935478632818,19,0
ID697408101,13 Birrarrung Ct,4,h,1475000.0,24/09/2016,2.0,2.0,617.0,21.0,-37.7569,145.0913,BULLEEN,958.6666666666666,5673.0,628.0,19935,2694.4170216510356,29,1
ID328360621,4/4 Ormond Rd,1,u,260000.0,16/04/2016,1.0,1.0,0.0,49.0,-37.9038,145.0454,ORMOND,268.3333333333333,736.0,128.33333333333334,19941,512.4627664293988,32,0
ID469794879,10 Madeline St,5,h,1700000.0,26/08/2017,3.0,2.0,630.0,44.0,-37.85718,145.08658,GLEN IRIS,2047.6666666666667,9171.0,742.3333333333334,19848,704.1304192090885,30,0
ID600380649,7 Essex St,2,h,747000.0,19/11/2016,1.0,1.0,320.0,119.0,-37.7964,144.8871,FOOTSCRAY,1923.6666666666667,8979.333333333334,620.3333333333334,20023,621.9992779135054,19,0
ID562297414,13 Violet Gr,3,h,1910000.0,12/08/2017,2.0,2.0,242.0,29.0,-37.82834,145.03937,HAWTHORN,1173.6666666666667,8523.666666666666,974.6666666666666,19904,807.3457693042401,15,0
ID200570602,14 Devenish Ct,3,h,410000.0,8/07/2017,1.0,2.0,542.0,49.0,-37.66948,144.90385,WESTMEADOWS,98.66666666666667,190.66666666666666,19.0,22254,2051.924700888642,32,0
ID987613733,18 Pitt St,3,h,920000.0,15/10/2016,1.0,0.0,121.0,9.0,-37.7957,144.9725,CARLTON,97.66666666666667,243.0,33.0,19843,1709.5510082295264,6,0
ID841702048,1/68 Edgar St,2,h,677200.0,3/12/2016,2.0,1.0,180.0,8.0,-37.8115,144.8763,KINGSVILLE,87.33333333333333,252.0,37.0,19996,1293.0781129891552,11,0
ID370566046,33 Bunbury St,1,h,1700000.0,20/05/2017,1.0,0.0,622.0,2.0,-37.8497,144.8903,NEWPORT,84.33333333333333,293.3333333333333,23.0,19993,856.592048232383,20,0
ID114370477,21 Emerald St,3,h,820000.0,23/09/2017,1.0,2.0,493.0,21.0,-37.74305,145.01811999999995,PRESTON,705.3333333333334,5479.666666666667,335.0,20013,1605.8842571350738,26,1
ID157690761,9A The Crossway,3,h,620000.0,19/08/2017,2.0,1.0,292.0,6.0,-37.74695,144.86625,KEILOR EAST,591.6666666666666,1189.6666666666667,177.33333333333334,22253,4510.398536037952,18,0
ID936912555,2/3 Coane St,3,u,973000.0,15/10/2016,2.0,2.0,379.0,17.0,-37.8981,145.0367,ORMOND,268.3333333333333,736.0,128.33333333333334,19941,623.9138933382004,32,0
ID935802531,56b Vernon St,2,t,611000.0,28/08/2016,1.0,1.0,228.0,19.0,-37.8317,144.8713,SOUTH KINGSVILLE,888.0,2196.0,181.33333333333334,19995,1291.9934875210483,14,0
ID558067703,39 Frederick St,4,t,855000.0,3/12/2016,2.0,2.0,242.0,49.0,-37.7915,145.1258,DONCASTER,1566.6666666666667,8895.333333333334,491.0,20042,3109.7488279187723,25,0
ID548360250,62 Pridham St,3,h,1612000.0,30/07/2016,2.0,0.0,146.0,119.0,-37.8519,145.0055,PRAHRAN,659.0,5219.333333333333,338.3333333333333,19946,749.6426606972831,18,0
ID277193303,59A Nolan St,3,t,1150000.0,19/08/2017,2.0,1.0,317.0,7.0,-37.74103,144.8851,NIDDRIE,84.33333333333333,293.3333333333333,23.0,22253,3205.2138362111036,18,0
ID606373697,25 Vaughan St,3,h,662000.0,3/09/2017,1.0,2.0,1050.0,44.0,-37.58319,144.73685,SUNBURY,1479.3333333333333,4398.666666666667,502.0,19998,885.283232786902,39,0
ID170130077,30 College Pde,4,h,2590000.0,18/03/2017,2.0,2.0,660.0,91.0,-37.8124,145.0361,KEW,288.0,712.0,75.66666666666667,19904,1009.7320730394027,15,0
ID772921183,86 Hodgkinson St,2,h,1420000.0,8/10/2016,1.0,0.0,180.0,19.0,-37.7898,144.9903,CLIFTON HILL,1071.3333333333333,5783.666666666667,419.6666666666667,19974,467.74286611724307,15,0
ID116895770,34 Matthews St,3,h,950000.0,15/10/2016,1.0,4.0,704.0,61.0,-37.7933,144.8409,SUNSHINE,1363.6666666666667,6287.666666666667,564.3333333333334,22241,882.6997318635314,15,0
ID743464237,12 Power St,3,h,1670000.0,22/04/2017,1.0,1.0,534.0,3.0,-37.8114,145.0793,BALWYN,959.0,4476.666666666667,324.0,19893,1466.3996907167823,23,0
ID757327008,4 Lee Ct,3,h,1000000.0,19/08/2017,1.0,1.0,715.0,44.0,-37.82707,145.22914,HEATHMONT,512.0,1119.6666666666667,175.66666666666666,19902,1245.008149637845,38,0
ID809552042,64 Bardsley St,4,h,625000.0,7/11/2016,2.0,2.0,611.0,59.0,-37.7917,144.8196,SUNSHINE WEST,2403.6666666666665,5212.333333333333,586.6666666666666,22241,1220.0118385334715,15,0
ID843473067,21 Crown St,3,h,1165000.0,28/08/2016,1.0,1.0,167.0,15.0,-37.8167,145.0098,RICHMOND,824.6666666666666,1890.3333333333333,159.33333333333334,19906,1224.9368828891936,11,0
ID185540329,37 Illuka Cr,5,h,2420000.0,16/09/2017,5.0,2.0,757.0,44.0,-37.8875,145.14467,MOUNT WAVERLEY,1471.0,7759.666666666667,779.6666666666666,19916,4545.630867026952,31,0
ID810337065,2/277 Warrigal Rd,2,t,700000.0,27/05/2017,1.0,1.0,148.0,69.0,-37.84743,145.09657,BURWOOD,941.3333333333334,5813.0,575.6666666666666,19849,1484.6548486949198,28,0
ID918527782,26 Southern Rd,2,h,460000.0,28/05/2016,1.0,2.0,508.0,64.0,-37.7428,145.0557,HEIDELBERG HEIGHTS,1150.6666666666667,7827.0,922.3333333333334,19936,919.0564093780953,31,0
ID862716629,4/59 Wilson St,2,u,850000.0,3/06/2017,1.0,2.0,0.0,49.0,-37.96021,145.05938,CHELTENHAM,1288.3333333333333,4242.333333333333,480.0,19866,832.4660625117135,42,1
ID811426691,40 Winfield Rd,3,h,1480000.0,7/11/2016,1.0,2.0,992.0,29.0,-37.7977,145.1037,BALWYN NORTH,925.6666666666666,4701.333333333333,308.6666666666667,19896,2423.8874098668725,28,0
ID628485897,9a Arden Ct,3,t,1963000.0,24/09/2016,2.0,2.0,426.0,9.0,-37.7917,145.0585,KEW EAST,271.6666666666667,771.6666666666666,74.0,19932,2564.076859744349,26,0
ID177302350,5/14 Busch St,2,h,450000.0,27/11/2016,1.0,1.0,0.0,39.0,-37.7956,144.8762,WEST FOOTSCRAY,268.3333333333333,736.0,128.33333333333334,20023,1059.1748051463458,19,0
ID277544341,107 North Rd,3,h,680000.0,8/07/2017,1.0,1.0,596.0,19.0,-37.75718,144.85357,AVONDALE HEIGHTS,1672.6666666666667,10063.666666666666,646.3333333333334,20004,3412.6304441452794,26,0
ID510530076,384 Canning St,2,h,1690000.0,29/07/2017,1.0,1.0,173.0,59.0,-37.78829,144.97476,CARLTON NORTH,3767.6666666666665,18925.0,2042.3333333333333,20019,1652.0085568207346,18,0
ID141209388,13/27 Patterson Rd,2,u,650000.0,10/12/2016,1.0,1.0,116.0,59.0,-37.9245,145.0336,BENTLEIGH,925.6666666666666,4701.333333333333,308.6666666666667,19938,179.403517084216,36,0
ID536844183,41 Estelle St,3,h,980000.0,9/09/2017,2.0,1.0,573.0,49.0,-37.77892,145.09281,BULLEEN,941.3333333333334,5813.0,575.6666666666666,19935,3728.982101849503,29,0
ID216861039,39 Galloway St,3,h,632000.0,3/09/2017,1.0,2.0,544.0,24.0,-37.95135,145.19806,DANDENONG NORTH,1083.6666666666667,3612.6666666666665,368.3333333333333,19890,2561.835805755994,44,0
ID625405408,46 Barkly St,4,h,1500000.0,26/08/2017,3.0,2.0,557.0,99.0,-38.00341,145.08773,MORDIALLOC,1471.0,7759.666666666667,779.6666666666666,19863,353.2580229294761,50,0
ID704335996,2/17 Anderson Rd,3,t,525000.0,1/07/2017,2.0,1.0,177.0,59.0,-37.79408,144.82613999999995,SUNSHINE,1412.0,6364.0,699.3333333333334,22241,855.6680783557578,15,0
ID927326279,49 Park St,2,h,1315000.0,19/11/2016,1.0,0.0,147.0,119.0,-37.808,144.994,ABBOTSFORD,1202.0,5034.333333333333,333.0,19977,297.7820817588236,10,0
ID488413475,1/10 Scotia St,2,u,675000.0,8/10/2016,1.0,1.0,206.0,104.0,-37.7694,144.9059,MOONEE PONDS,278.0,489.0,65.0,20038,1237.2021808579332,22,1
ID166129676,32 Retreat Rd,4,h,1900000.0,3/09/2017,3.0,2.0,699.0,34.0,-37.94088,145.0145,HAMPTON,1841.6666666666667,9184.666666666666,533.3333333333334,19949,1188.6491535819405,31,0
ID404360565,13 Hodgson St,3,h,1110000.0,12/11/2016,1.0,2.0,600.0,69.0,-37.752,145.0722,HEIDELBERG,1144.3333333333333,6845.666666666667,375.6666666666667,19936,1146.9364944521333,31,0
ID167715065,13/110 Maribyrnong Rd,2,u,330000.0,14/05/2016,1.0,1.0,0.0,5.0,-37.7715,144.916,MOONEE PONDS,278.0,489.0,65.0,20039,664.6941280570411,20,0
ID125842220,24 Betula St,3,h,545000.0,3/06/2017,1.0,1.0,700.0,59.0,-37.99095,145.2316,DOVETON,56.333333333333336,98.33333333333333,19.0,22250,1922.1833541304895,48,0
ID792621945,16 Wurruk St,3,h,650000.0,24/06/2017,1.0,4.0,616.0,59.0,-37.71245,144.97059,FAWKNER,1253.6666666666667,7401.333333333333,484.6666666666667,19962,916.9939171020897,37,0
ID383213630,3 Plant St,4,h,3460000.0,4/06/2016,2.0,2.0,502.0,3.0,-37.8515,145.0324,MALVERN,610.0,1743.6666666666667,228.0,19945,1274.5520026605093,19,0
ID804642205,61 Molesworth St,3,h,3650000.0,22/08/2016,2.0,3.0,1353.0,59.0,-37.8006,145.0218,KEW,271.6666666666667,771.6666666666666,74.0,19905,2364.7924536568694,13,0
ID683642439,38 Soudan St,3,h,835000.0,27/11/2016,1.0,1.0,459.0,139.0,-37.7388,144.9529,COBURG,1071.3333333333333,5783.666666666667,419.6666666666667,19965,999.8631956043972,32,0
ID182487005,23 Solway St,4,h,2220000.0,13/05/2017,3.0,2.0,480.0,3.0,-37.8726,145.0716,ASHBURTON,1672.6666666666667,10063.666666666666,646.3333333333334,19847,853.2572705515174,31,0
ID230110496,42 Robert St,4,h,1300000.0,3/09/2016,1.0,2.0,717.0,59.0,-37.7608,145.0862,BULLEEN,958.6666666666666,5673.0,628.0,19935,2283.4505798155515,29,0
ID694926260,17 Smith St,6,h,1900000.0,27/11/2016,3.0,2.0,708.0,31.0,-37.9181,145.04399999999995,BENTLEIGH,925.6666666666666,4701.333333333333,308.6666666666667,19939,619.7265510792434,35,0
ID498383752,9/63 Ormond Rd,2,u,550000.0,6/08/2016,1.0,1.0,0.0,59.0,-37.8839,144.9855,ELWOOD,1566.6666666666667,8895.333333333334,491.0,19955,1234.3524253143064,19,0
ID875777365,67 Norwood St,3,h,621000.0,20/05/2017,1.0,3.0,547.0,49.0,-37.7765,144.8123,ALBION,298.0,735.0,154.0,20004,1098.8510541435478,26,0
ID562102689,115 Cheddar Rd,2,h,836000.0,15/10/2016,1.0,1.0,931.0,49.0,-37.7033,145.0169,RESERVOIR,824.6666666666666,1890.3333333333333,159.33333333333334,20009,827.4990458062312,35,0
ID544356596,1 Trafalgar Rd,4,h,2385000.0,26/08/2017,2.0,2.0,671.0,105.0,-37.8296,145.06441999999996,CAMBERWELL,3767.6666666666665,18925.0,2042.3333333333333,19852,506.07045012823426,22,0
ID760307264,2/3 Fiddes St,2,h,776000.0,27/11/2016,1.0,1.0,209.0,17.0,-37.9389,145.0467,MOORABBIN,71.0,261.0,20.0,19937,1010.4784349438154,38,0
ID263109290,1/39 Scott Gr,1,u,452000.0,10/12/2016,1.0,1.0,63.0,39.0,-37.8552,145.05,GLEN IRIS,1923.6666666666667,8979.333333333334,620.3333333333334,19944,2196.6940378632885,20,0
ID933872098,17/1336 Main Rd,4,h,762000.0,12/08/2017,2.0,2.0,573.0,39.0,-37.70477,145.16552,ELTHAM,2006.6666666666667,7754.333333333333,1051.3333333333333,19987,1839.6639822804534,47,0
ID890112070,35 Northcote Rd,4,h,2801000.0,12/11/2016,2.0,2.0,624.0,119.0,-37.8536,145.0173,ARMADALE,2489.6666666666665,11817.333333333334,1268.6666666666667,19945,364.0228294410044,19,0
ID732815178,37 Alma Tce,3,h,995000.0,7/11/2016,1.0,2.0,316.0,59.0,-37.849,144.8907,NEWPORT,71.0,261.0,20.0,19994,937.3392072473392,16,0
ID187182253,16 Pine St,3,h,1712000.0,12/11/2016,1.0,1.0,342.0,119.0,-37.814,145.0212,HAWTHORN,1150.6666666666667,7827.0,922.3333333333334,19905,883.8819794363671,13,0
ID557418051,2/16 Argyle St,2,u,535000.0,29/04/2017,1.0,1.0,1026.0,49.0,-37.911,145.0711,BENTLEIGH EAST,959.0,4476.666666666667,324.0,19918,1883.8669658570516,27,0
ID997060569,86 Prospect Dr,3,h,690000.0,8/10/2016,2.0,2.0,568.0,49.0,-37.7469,144.8526,KEILOR EAST,555.6666666666666,1129.0,160.66666666666666,20003,3966.905118140243,29,0
ID325120892,15 Maughan Pde,5,h,1660000.0,28/05/2016,3.0,2.0,737.0,69.0,-37.7975,145.0961,BALWYN NORTH,925.6666666666666,4701.333333333333,308.6666666666667,19896,2577.8618844229054,28,0
ID955005168,109 Victor Rd,4,h,1100000.0,8/10/2016,2.0,4.0,653.0,64.0,-37.9244,145.0792,BENTLEIGH EAST,925.6666666666666,4701.333333333333,308.6666666666667,19916,2521.3796671034015,31,0
ID890016331,94 Argyle Rd,4,h,3550000.0,7/11/2016,3.0,4.0,992.0,84.0,-37.8046,145.0603,KEW,271.6666666666667,771.6666666666666,74.0,19903,2354.063936571752,17,0
ID778662621,12 Silvana Ct,4,h,1241000.0,17/06/2017,2.0,2.0,886.0,39.0,-37.75572,145.17625,DONCASTER EAST,3327.0,11071.666666666666,1069.3333333333333,19987,5319.73880168189,47,0
ID809847389,8/21 Hampton Pde,1,u,241000.0,11/02/2017,1.0,1.0,0.0,69.0,-37.8067,144.8678,WEST FOOTSCRAY,298.0,735.0,154.0,20022,932.7067510134364,21,0
ID254954053,3 Colin St,3,h,725000.0,7/11/2016,1.0,3.0,534.0,10.0,-37.7801,144.8412,SUNSHINE,1363.6666666666667,6287.666666666667,564.3333333333334,22241,1190.7670855166361,15,0
ID383739823,18 Yvette Dr,3,h,860000.0,8/07/2017,2.0,2.0,537.0,18.0,-37.92778,145.24796,ROWVILLE,1609.3333333333333,6840.666666666667,525.6666666666666,19867,6530.369841305037,53,0
ID399914952,4 Galilee Dr,4,h,645000.0,24/06/2017,2.0,2.0,448.0,9.0,-38.0817,145.19654,SANDHURST,251.66666666666666,768.3333333333334,83.33333333333333,45793,5358.23290365924,56,0
ID987038146,22 Park Sq,3,h,1630000.0,4/03/2017,2.0,2.0,135.0,22.0,-37.8395,144.9343,PORT MELBOURNE,705.3333333333334,5479.666666666667,335.0,22180,2832.905023637591,0,0
ID660864305,10/4 Rae Ct,1,u,500500.0,4/03/2017,1.0,1.0,0.0,74.0,-37.857,145.0027,PRAHRAN,705.3333333333334,5479.666666666667,335.0,19957,943.2445065075988,15,0
ID412230165,7/223 Station St,2,u,400000.0,10/09/2016,1.0,1.0,0.0,49.0,-37.7719,145.0195,FAIRFIELD,334.6666666666667,1407.6666666666667,88.33333333333333,19930,840.9956322303361,22,0
ID719800706,2/38 Margaret St,3,t,822500.0,28/05/2016,2.0,1.0,238.0,19.0,-37.8154,145.1355,BOX HILL,2744.3333333333335,10289.666666666666,780.0,19897,753.6629364077971,30,0
ID628507151,20 Beaconsfield Rd,2,h,1585000.0,10/12/2016,1.0,2.0,390.0,84.0,-37.8322,145.0486,HAWTHORN EAST,1144.3333333333333,6845.666666666667,375.6666666666667,19853,1086.8804985703086,19,0
ID569814283,14A Supply Dr,2,h,452500.0,27/05/2017,1.0,1.0,279.0,34.0,-37.65791,145.02643,EPPING,2006.6666666666667,7754.333333333333,1051.3333333333333,20005,695.5685733969431,45,0
ID600609488,8 Kennedy Pde,4,h,465000.0,26/08/2017,2.0,1.0,417.0,20.0,-37.62273,144.92567,ROXBURGH PARK,394.3333333333333,1153.6666666666667,165.33333333333334,40220,1927.1429766858982,45,0
ID151138604,1/5 Leonard St,4,t,1680000.0,12/08/2017,2.0,1.0,254.0,24.0,-37.81007,145.06792,DEEPDENE,52.333333333333336,131.33333333333334,10.333333333333334,19892,1761.6632926305263,21,0
ID833169906,68 Haughton Rd,3,h,760000.0,23/09/2017,1.0,1.0,692.0,79.0,-37.90584000000001,145.09495,OAKLEIGH,444.6666666666667,981.3333333333334,239.66666666666666,19917,843.1146807064274,29,0
ID232081845,91 Rathmines Rd,4,h,2350000.0,22/08/2016,2.0,2.0,556.0,119.0,-37.8204,145.0516,HAWTHORN EAST,1144.3333333333333,6845.666666666667,375.6666666666667,19903,552.8910023156528,17,0
ID623901029,13 Clements Gr,2,h,635000.0,15/10/2016,2.0,2.0,654.0,49.0,-37.7134,145.0235,RESERVOIR,824.6666666666666,1890.3333333333333,159.33333333333334,20009,1375.357093411582,35,0
ID819718961,22 Burbidge Dr,3,h,906000.0,16/04/2016,2.0,2.0,270.0,39.0,-37.8608,144.8803,WILLIAMSTOWN,1002.6666666666666,4068.0,328.3333333333333,19993,861.9301138238649,20,0
ID189934933,5 Smith St,3,h,1968500.0,20/05/2017,2.0,2.0,674.0,23.0,-37.9179,145.0429,BENTLEIGH,959.0,4476.666666666667,324.0,19939,521.2440324688977,35,0
ID666287783,18 Frederick St,3,h,745000.0,23/04/2016,1.0,1.0,325.0,69.0,-37.8195,144.8973,YARRAVILLE,703.6666666666666,1502.0,135.66666666666666,19996,764.6230654407491,11,0
ID859332402,15 Riverview Tce,2,h,980000.0,18/06/2016,1.0,1.0,551.0,34.0,-37.7739,145.0962,BULLEEN,958.6666666666666,5673.0,628.0,19935,3643.588273311706,29,0
ID276388186,1/173 Glen Huntly Rd,2,u,810000.0,17/06/2017,1.0,1.0,0.0,84.0,-37.8835,144.99549,ELWOOD,1666.0,9333.666666666666,523.0,19954,495.17607723831554,21,1
ID837045763,69 Aberfeldie St,4,h,1780000.0,4/03/2017,3.0,2.0,615.0,99.0,-37.7617,144.9052,MOONEE PONDS,313.3333333333333,545.3333333333334,65.66666666666667,22253,1156.585931031244,18,0
ID579604392,111 Wellington St,4,h,1700000.0,14/05/2016,1.0,1.0,616.0,89.0,-37.7837,144.9319,FLEMINGTON,1923.6666666666667,8979.333333333334,620.3333333333334,20040,478.6776752336928,18,0
ID220219964,50 Finch St,3,h,1170000.0,12/08/2017,1.0,3.0,590.0,19.0,-37.85553,145.12305,BURWOOD,941.3333333333334,5813.0,575.6666666666666,19848,3734.860463430588,30,0
ID606383691,27 Charles St,2,h,1030000.0,30/07/2016,1.0,1.0,172.0,89.0,-37.8086,144.9946,ABBOTSFORD,1202.0,5034.333333333333,333.0,19977,272.35299499299646,10,0
ID729011512,7 Jaguar Dr,4,h,1040000.0,27/05/2017,2.0,2.0,735.0,49.0,-37.92374,145.13222,CLAYTON,56.333333333333336,98.33333333333333,19.0,22249,1031.462228637039,33,0
ID841598088,70 Teddington Rd,3,h,1682000.0,10/12/2016,1.0,1.0,767.0,69.0,-37.9365,145.02200000000005,HAMPTON,1683.6666666666667,8938.666666666666,509.3333333333333,19937,1315.847106533907,38,0
ID312234339,70 Market St,4,h,710000.0,4/06/2016,1.0,2.0,329.0,64.0,-37.847,144.8788,NEWPORT,71.0,261.0,20.0,19994,636.6142107637643,16,0
ID685734112,71 Church St,4,h,1125000.0,26/08/2017,2.0,4.0,556.0,41.0,-37.72026,144.83143,KEILOR,318.3333333333333,497.0,140.66666666666666,20001,3467.219928215288,34,0
ID362504244,24 Flora Gr,3,h,1605000.0,6/08/2016,1.0,1.0,624.0,69.0,-37.7741,145.0506,IVANHOE EAST,87.33333333333333,252.0,37.0,19933,736.763697216422,26,0
ID384901852,25/69 Wellington St,2,u,542500.0,10/09/2016,1.0,1.0,0.0,151.0,-37.8568,144.9873,ST KILDA,1363.6666666666667,6287.666666666667,564.3333333333334,19957,424.4008421255711,15,1
ID831996663,3/80 Delaware St,1,u,407000.0,20/05/2017,1.0,1.0,108.0,12.0,-37.7196,145.0092,RESERVOIR,885.0,1901.0,227.66666666666666,20010,359.1889286859901,34,0
ID255416340,1/22 Nonna St,3,h,875000.0,8/07/2017,2.0,2.0,295.0,13.0,-37.90088,145.11692,OAKLEIGH EAST,938.3333333333334,6892.666666666667,553.3333333333334,19916,1705.240929837683,31,0
ID917796820,318/6 Lisson Gr,1,u,485000.0,28/08/2016,1.0,1.0,0.0,19.0,-37.8264,145.02700000000004,HAWTHORN,1150.6666666666667,7827.0,922.3333333333334,19905,623.9384777850245,13,0
ID892601023,208 Booran Rd,3,h,1401000.0,3/12/2016,2.0,2.0,650.0,69.0,-37.8986,145.0359,ORMOND,268.3333333333333,736.0,128.33333333333334,19941,608.216899572169,32,0
ID451932579,11 Vincent St,4,h,3400000.0,3/09/2016,3.0,2.0,856.0,99.0,-37.8628,145.0436,GLEN IRIS,1923.6666666666667,8979.333333333334,620.3333333333334,19944,1314.6851624795434,20,1
ID806690894,2/859 Toorak Rd,3,t,1465000.0,3/06/2017,2.0,2.0,265.0,9.0,-37.84506,145.05246,HAWTHORN EAST,1253.6666666666667,7401.333333333333,484.6666666666667,19851,1881.7287350855363,24,0
ID539372604,11 Aitken Ct,3,h,904000.0,12/08/2017,1.0,3.0,1014.0,79.0,-37.88472,145.26653000000005,FERNTREE GULLY,56.333333333333336,98.33333333333333,19.0,19868,2545.733453144499,50,0
ID907693785,11 Milton St,4,h,1400000.0,17/06/2017,1.0,3.0,165.0,109.0,-37.77352,144.92188000000004,ASCOT VALE,2494.6666666666665,11307.0,1410.0,20039,198.89017744722995,20,0
ID350654482,6 Bataba St,4,h,1289000.0,17/06/2017,2.0,1.0,532.0,7.0,-37.93686,145.03966,MOORABBIN,84.33333333333333,293.3333333333333,23.0,19937,379.0293428573467,38,0
ID349116565,18 Victoria St,4,h,3700000.0,3/12/2016,3.0,2.0,742.0,119.0,-37.914,144.9878,BRIGHTON,2744.3333333333335,10289.666666666666,780.0,19951,757.0066330700355,26,0
ID220774132,8/25 Omama Rd,1,u,295000.0,29/07/2017,1.0,1.0,0.0,49.0,-37.89022,145.07333,MURRUMBEENA,298.0,735.0,154.0,19919,523.1651037573214,25,0
ID927743116,28/18 Mawbey St,3,u,551000.0,10/12/2016,1.0,1.0,4440.0,7.0,-37.7898,144.9233,KENSINGTON,271.6666666666667,771.6666666666666,74.0,20040,570.3373479842545,18,0
ID982756918,13 Cumquat Ct,4,h,500000.0,29/07/2017,2.0,0.0,579.0,29.0,-38.07202,145.27369,CRANBOURNE NORTH,356.0,741.3333333333334,78.0,19887,1182.944332246126,59,0
ID456327934,503/6 Lord St,2,u,1040000.0,10/09/2016,2.0,2.0,0.0,6.0,-37.8198,145.005,RICHMOND,824.6666666666666,1890.3333333333333,159.33333333333334,19906,892.5837218943875,11,0
ID984333634,3/38 Severn St,2,u,905000.0,16/09/2017,1.0,1.0,132.0,59.0,-37.79681,145.06903,BALWYN NORTH,959.0,4476.666666666667,324.0,19892,3238.40993111462,21,0
ID720045129,37 Ligar St,4,h,763000.0,26/08/2017,2.0,2.0,1011.0,84.0,-37.5781,144.72383,SUNBURY,1479.3333333333333,4398.666666666667,502.0,15351,326.95420614025676,45,0
ID595258399,20/30 Mona Pl,2,u,572000.0,4/06/2016,1.0,1.0,0.0,59.0,-37.8368,144.9857,SOUTH YARRA,1100.6666666666667,3636.3333333333335,457.3333333333333,19959,612.1202053700139,12,0
ID619138555,13b Outlook Dr,3,h,878000.0,27/06/2016,2.0,2.0,0.0,18.0,-37.7901,145.1341,DONCASTER,1566.6666666666667,8895.333333333334,491.0,20042,3427.952846124395,25,0
ID904394528,9/200 Melrose Dr,2,u,300000.0,29/07/2017,1.0,1.0,0.0,39.0,-37.69815,144.88019,TULLAMARINE,256.0,511.3333333333333,54.666666666666664,20031,3158.933253126224,38,0
ID150043778,42 Matlock Rd,3,h,790000.0,29/07/2017,1.0,2.0,868.0,49.0,-37.85981,145.25475,BORONIA,59.0,124.0,5.333333333333333,19870,2331.318223131963,45,0
